,PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,firstsummitdate,Unnamed: 0,accuracy,formatted_address,google_place_id,latitude,longitude,number_of_results,postcode,status,type
63,GLAC,Glacier Dome,"Tarke Kang, Tarke Khang",Annapurna Himal (E of Annapurna I),7069,23192,1,5,True,False,False,,,1,2,,1964,1,GLAC64301,Oct 16,"Japan, Nepal","Mitsuhiro Nishimura, Dorje Sherpa",,,,Oct 16 1964,63,APPROXIMATE,"Dome Glacier, Washington, USA",ChIJ043sp00ym1QRsFCc9hqqi-M,28.390278,83.891111,1,,OK,"establishment,natural_feature"
64,GURJ,Gurja Himal,,Dhaulagiri Himal (S of Dhaulagiri VI),7193,23599,4,6,True,False,False,,,1,2,,1969,3,GURJ69301,Nov 01,"Japan, Nepal","Tomokuni Saeki, Lhakpa Tenzing Sherpa",,,,Nov 01 1969,64,APPROXIMATE,"Gurja Himal, Mudi 33200, Nepal",ChIJq2MSP1zyvTkRj6bjxv3TTJY,28.6666667,83.3,1,33200,OK,"establishment,natural_feature"
65,GURK,Gurkarpo Ri,,Jugal Himal (N of Dorje Lhakpa on Tibetan border),6889,22602,8,3,True,False,False,,,4,2,,2007,3,GURK07301,Nov 01,France,"Paul Grobel, Pierre-Olivier Dupuy, Marc Kia, Jean Francois Males",,,,Nov 01 2007,65,APPROXIMATE,"Gurkarpo Ri, Xigaze, Nepal",ChIJS0b2RchC6jkRSTrizptNMdY,28.2091666,85.775,1,,OK,"establishment,natural_feature"
66,GYAC,Gyachung Kang,,Khumbu Himal (E of Cho Oyu on Tibetan border),7861,25791,12,2,True,False,False,,,4,2,,1964,1,GYAC64101,Apr 10,"Japan, Nepal","Yukihiko Kato, Kiyoto Sakaizawa, Pasang Phutar Sherpa (I)",,,,Apr 10 1964,66,APPROXIMATE,Gyachung Kang,ChIJccfZWnWw6TkROa5HIaDVrFc,28.098056,86.742222,1,,OK,"establishment,natural_feature"
67,GYAJ,Gyajikang,Gyaji Khang,Peri Himal (SW of Himlung Himal),7074,23209,18,5,True,False,False,,,1,2,,1994,3,GYAJ94301,Oct 07,"Japan, Nepal","Toshisada Hasegawa, Yousuke Kokubo, Osamu Tanabe, Ram Kaji Sivakoti, Pasang Tshering Sherpa, Dambar Bahadur Gurung",,,,Oct 07 1994,67,,,,28.735,84.36778,0,,ZERO_RESULTS,
68,LEOE,Leonpo Gang East,Gyalgen Peak,Jugal Himal (NE of Leonpo Gang on Tibetan border),6733,22090,8,3,True,False,False,,Opened in 2014,4,2,,1955,1,LEOE55101,May 11,"UK, Nepal","Monica Jackson, Elizabeth Stark, Mingma Gyalgen Sherpa, Ang Temba Sherpa",Peak named after sirdar Mingma Gyalgen Sherpa,,,May 11 1955,68,,,,,,0,,ZERO_RESULTS,
69,HIME,Himalchuli East,Himalchuli Main,Mansiri Himal (SE of Manaslu),7893,25896,15,4,True,False,False,,,1,2,,1960,1,HIME60101,May 24,Japan,"Masahiro Harada, Hisashi Tanabe",,,,May 24 1960,69,APPROXIMATE,"Himalchuli, Sirdibas, Nepal",ChIJ2RD5vLhdlTkRBnfeFtqgTYE,28.435556,84.642222,1,,OK,"establishment,natural_feature"
70,HIML,Himlung Himal,,Peri Himal (NW of Manaslu near Tibetan border),7126,23379,18,5,True,False,False,,,1,2,,1992,1,HIML92301,Oct 03,"Japan, Nepal","Osamu Hanai, Akio Koizumi, Nima Sherpa",Expeditions to Himlung prior to 1992 were probably climbing Nemjung,,,Oct 03 1992,70,APPROXIMATE,"Himlung, Fu, Nepal",ChIJnaV0eJTPvzkRdu5DeBFUyjg,28.7716666,84.4225,1,,OK,"establishment,natural_feature"
71,HIMN,Himalchuli North,,"Mansiri Himal (SE of Manaslu, WNW of Himalchuli Main)",7331,24052,15,4,True,False,False,,,1,2,,1985,3,HIMN85302,Oct 27,"S Korea, Nepal","Lee Jae-Hong, Ang Pasang Sherpa, Jangbu Sherpa, Lhakpa Norbu Sherpa, Pasang Dawa Sherpa",,,,Oct 27 1985,71,APPROXIMATE,"Himalchuli, Sirdibas, Nepal",ChIJ2RD5vLhdlTkRBnfeFtqgTYE,28.449722,84.606389,1,,OK,"establishment,natural_feature"
72,RANI,Rani Peak,"Lidanda Peak, Himalchuli Northeast","Mansiri Himal (SE of Manaslu, NE of Himalchuli Main)",6693,21959,15,4,False,True,False,,,1,2,,1970,1,RANI70101,May 05,"Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa",,,,May 05 1970,72,,,,,,0,,ZERO_RESULTS,
73,HIMW,Himalchuli West,,"Mansiri Himal (SE of Manaslu, W of Himalchuli Main)",7540,24738,15,4,True,False,False,,,1,2,,1978,1,HIMW78101,May 07,Japan,"Yoshio Ogata, Kazuhiro Sugeno",,,,May 07 1978,73,APPROXIMATE,"Himalchuli, Sirdibas, Nepal",ChIJ2RD5vLhdlTkRBnfeFtqgTYE,28.435278,84.618611,1,,OK,"establishment,natural_feature"
74,HIUP,Hiunchuli,Patal Hiunchuli,Annapurna Himal (E of Annapurna South),6434,21109,1,5,False,False,True,1978.0,,1,2,,1971,3,HIUP71301,Oct 10,USA,"Craig Anderson, Peter Cross, Jim Richards, John Skow, Lane Smith",,,,Oct 10 1971,74,APPROXIMATE,"Hiunchuli, Ghandruk 33700, Nepal",ChIJCxdAP5n1lTkRJZyPWVqoZkw,28.5106334,83.8480566,1,33700,OK,"establishment,natural_feature"
75,HNKU,Hongku Chuli,"Hunku Chuli, Pyramid Peak","Khumbu Himal (in Hongku Valley, NE of Chamlang)",6833,22418,12,2,True,False,False,,Opened in 2013?,1,1,,0,0,,,,Unclimbed,,,,,75,APPROXIMATE,"Hongku Chuli, 56900, Nepal",ChIJGeA0Omz56DkRb13E0lqtzHc,27.8175,87.0091666,1,56900,OK,"establishment,natural_feature"
76,HONG,Hongde,"Hangde, Hongde Himal",Mukut Himal (N of Sita Chuchura in Hidden Valley),6556,21509,16,6,True,False,False,,,1,2,,1962,1,HONG62101,May 08,"Japan, Nepal","Shijiro Ishizaka, Zenkichi Hirayama, Takashi Miyahara, Ang Dawa Sherpa, Ang Temba Sherpa",,,,May 08 1962,76,ROOFTOP,"508 Prior Ave N, St Paul, MN 55104, USA",ChIJcfU3RKsss1IRcrCG975BrLM,28.84528,83.4875,1,55104,OK,"establishment,health,point_of_interest"
77,IMJA,Imjatse,Island Peak,Khumbu Himal (S of Lhotse),6165,20226,12,2,False,False,True,1978.0,,1,2,,1956,1,IMJA56101,,"Switzerland, Nepal","Hansrudolf Von Gunten, 2 unknown Sherpas",1st ascent of SW Summit by UK (Hunt) in 1953,,,,77,APPROXIMATE,"Imja Tse, Khumjung 56000, Nepal",ChIJZy08Mw9V6DkRZKPCippUHrc,27.9241989,86.9373035,1,56000,OK,"establishment,natural_feature"
78,JAGD,Jagdula,,Kanjiroba Himal (S of Kande Hiunchuli),5761,18901,10,7,True,False,False,,,1,2,,2013,1,JAGD13101,Apr 30,France,Francois Damilano,,,,Apr 30 2013,78,,,,29.326944,82.591944,0,,ZERO_RESULTS,
79,JANU,Jannu,Khumbhakarna,Kangchenjunga Himal (W of Kangchenjunga),7711,25299,9,1,True,False,False,,,1,2,,1962,1,JANU62101,Apr 27,"France, Nepal","Rene Desmaison, Paul Keller, Robert Paragot, Gyalzen Mitchung Sherpa",,,,Apr 27 1962,79,APPROXIMATE,"Kumbhakarna, Lelep 57500, Nepal",ChIJRwuZS_Va5jkR80gF1tQCwYw,27.6816666,88.0441666,1,57500,OK,"establishment,natural_feature"
80,JETH,Jethi Bahurani,"Jettiborani, Jutibofurani",Api Himal (S of Nampa and Bobaye),6850,22474,2,7,True,False,False,,,1,2,,1978,1,JETH78101,Apr 27,Japan,"Kazuo Mitsui, Nobuhito Morota, Hideki Yoshida",,,,Apr 27 1978,80,APPROXIMATE,"Jethi Bahurani, Kanda 10500, Nepal",ChIJESDGP7cJpDkRF_n59m0VB-M,29.8816666,81.0408333,1,10500,OK,"establishment,natural_feature"
81,JONG,Jongsang,"Jonsong, Jhinsang",Jongsang Himal (on Indian-Tibetan border),7462,24482,7,1,True,False,False,,,6,2,,1930,1,JONG30101,Jun 03,"Germany, Austria","Hermann Hoerlin, Erwin Schneider",,,,Jun 03 1930,81,APPROXIMATE,Jongsong Peak,ChIJQyW5wRtV5jkRjk_Rw-PmfiQ,27.8815937,88.1352391,1,,OK,"establishment,natural_feature"
82,JUNC,Junction Peak,,"Dhaulagiri Himal (on ridge joining Dhaulagiri VI, IV and Churen)",7133,23402,4,6,False,True,False,,,1,1,,0,0,,,,Unclimbed,,,,,82,APPROXIMATE,"Junction Peak, California 93526, USA",ChIJ5xnzxLnrv4AROaCLImtM4k0,28.72182,83.277179,1,93526,OK,"establishment,natural_feature"
83,KABD,Kabru Dome,,Simhalila Himal (SE of Kabru in India),6600,21654,9,1,False,True,False,,,3,2,,1982,3,KABD82301,Sep 24,India,"Mahabir Thakur, Tshering Lobsang, K. N. Singh, Gautam Dutta, P. Bhotia, Umeshari Devi",1st ascent claimed by India (Biswas) but not recognized,,,Sep 24 1982,83,APPROXIMATE,Kabru,ChIJm1vXqMVe5jkREblicwWjDso,27.60749569,88.11035589,1,,OK,"establishment,natural_feature"
84,KABN,Kabru North,,Simhalila Himal (S of Kabru Main on Indian border),7338,24075,9,1,False,True,False,,,5,2,,1935,3,KABN35301,Nov 18,UK,C. R. (Reggie) Cooke,"Possible ascent by UK & Swiss (W. W. Graham, Emil Boss, Ulrich Kauffman) in 1883 (AJ, 219-228 (2009), Willy Blaser & Glyn Hughes",,,Nov 18 1935,84,APPROXIMATE,Kabru,ChIJm1vXqMVe5jkREblicwWjDso,27.619167,88.124444,1,,OK,"establishment,natural_feature"
85,KAG1,Kagmara I,,Kagmara Lekh (S of Kanjiroba Himal),5978,19613,10,7,True,False,False,,,1,2,,1962,1,KAG162101,May 23,"UK, Nepal","Dorothea Gravina, Denise Evans, Nancy Smith, Pat Wood, Ang Temba Sherpa, Mingma Tsering Sherpa, Pemba Norbu Sherpa",,,,May 23 1962,85,APPROXIMATE,"Kagmara, Jharkhand, India",ChIJodWftOW98DkR4gnNJhm8c4k,29.138889,82.761111,1,,OK,"locality,political"
86,KAN1,Kande Hiunchuli North  I,,Kanjiroba Himal (NW of Kanjiroba),6521,21394,10,7,False,True,False,,,1,1,,0,0,,,,Unclimbed,,,,,86,,,,29.411871,82.558904,0,,ZERO_RESULTS,
87,KAN2,Kande Hiunchuli North  II,,Kanjiroba Himal (NW of Kanjiroba),6471,21230,10,7,False,True,False,,,1,2,,1980,1,KAN280101,May 03,Switzerland,"Daniel Chevallier, Pierre Galland",,,,May 03 1980,87,,,,,,0,,ZERO_RESULTS,
88,KANB,Kangbachen,Kambachen,Kangchenjunga Himal (W Spur of Kangchenjunga),7902,25925,9,1,True,False,False,,,1,2,,1974,1,KANB74101,May 26,Poland,"Wojciech Branski, Wieslaw Klaput, Marek Malatynski, Kazimierz Olech, Zbigniew Rubinowski",,,,May 26 1974,88,APPROXIMATE,"Kangbachen, Lelep 57500, Nepal",ChIJyS7RkN1Z5jkR9Ac5bCcoHH0,27.7166,88.1105,1,57500,OK,"establishment,natural_feature"
89,KANC,Kangchenjunga Central,,Kangchenjunga Himal (between Main and South summits),8473,27799,9,1,True,False,False,,,5,2,,1978,1,KANC78102,May 22,Poland,"Wojciech Branski, Zygmunt Heinrich, Kazimierz Olech",Illegal ascent,,,May 22 1978,89,APPROXIMATE,"Kangchendzönga-Mittelgipfel, Yamfudin, 737116",ChIJ7VxwMmpY5jkRuXEUuhUL4tk,27.7025,88.156944,1,737116,OK,"establishment,natural_feature"
90,KAND,Kande Hiunchuli,,Kanjiroba Himal (WNW of Kanjiroba),6627,21742,10,7,True,False,False,,,1,2,,1972,3,KAND72301,Oct 18,Japan,"Toyokazu Hirota, Shigeru Kuwahata",1st ascent claimed (but perhaps climbed 6570m peak),,,Oct 18 1972,90,,,,29.411871,82.558904,0,,ZERO_RESULTS,
91,KANG,Kangchenjunga,,Kangchenjunga Himal,8586,28169,9,1,True,False,False,,,5,2,,1955,1,KANG55101,May 25,UK,"George Band, Joe Brown",,,,May 25 1955,91,APPROXIMATE,Kangchenjunga,ChIJU4iVF0pY5jkRTG3ch4BEb3E,27.709722,88.155556,1,,OK,"establishment,natural_feature"
92,KANS,Kangchenjunga South,,Kangchenjunga Himal,8476,27808,9,1,True,False,False,,,5,2,,1978,1,KANS78101,May 19,Poland,"Eugeniusz Chrobak, Wojciech Wroz",,,,May 19 1978,92,APPROXIMATE,Kangchenjunga,ChIJU4iVF0pY5jkRTG3ch4BEb3E,27.691944,88.156944,1,,OK,"establishment,natural_feature"
93,KARY,Karyolung,,Rolwaling Himal (SE of Numbur),6530,21424,19,2,True,False,False,,,1,2,,1982,3,KARY82301,Oct 31,"Japan, Nepal","Yoshiyuki Inoue, Masatoshi Iwasa, Hiroshi Nishie, Yogendra Thapa, Gita Bdr Joshi, Babu Ram Pun, Gore Tamang, Pemba Tshering Sherpa",,,,Oct 31 1982,93,APPROXIMATE,"Karyolung, 56000, Nepal",ChIJgay7IwUN6TkR6vcS3wL64HE,27.7350085,86.610766,1,56000,OK,"establishment,natural_feature"
94,KCHN,Kangchung Nup,"Kangcho Nup, Cholo",Khumbu Himal (NE of Gokyo Lake),6043,19826,12,2,False,True,False,,,1,2,,1953,1,KCHN53101,Apr 04,"UK, New Zealand","Edmund Hillary, Wilfred Noyce, Charles Wylie",,,,Apr 04 1953,94,,,,,,0,,ZERO_RESULTS,
95,NAYA,Naya Kanga,"Kangja Chuli, Ghanja La Chuli",Jugal Himal (W of Ganchempo by Kangja La),5863,19236,8,3,False,False,True,1978.0,,1,2,,0,0,,,,1st ascent unknown,,,,,95,GEOMETRIC_CENTER,"325 Provincial Rd, Fangcheng Qu, Fangchenggang Shi, Guangxi Zhuangzuzizhiqu, China",ChIJWZLEPzw1SzER3L8yUWh6pvg,28.15,85.59722,2,,OK,"establishment,point_of_interest"
96,KGUR,Kang Guru,Naurgaon,Peri Himal (SW of Himlung Himal),6981,22904,18,5,True,False,False,,,1,2,,1955,2,KGUR55201,Jul 02,W Germany,"Heinz Steinmetz, Fritz Lobbichler, Juergen Wellenkamp",,,,Jul 02 1955,96,APPROXIMATE,"Kang Guru, Tachi Bagarchhap 33500, Nepal",ChIJhW1DTGXTvzkRZ-jdap_blds,28.6575,84.301389,1,33500,OK,"establishment,natural_feature"
97,KHAT,Khatang,,Rolwaling Himal (E of Numbur),6790,22277,19,2,True,False,False,,,1,2,,1982,3,KHAT82301,Oct 30,"Japan, Nepal","Tatsumi Kawamura, Yoshimi Kitayama, Dorje Sherpa",,,,Oct 30 1982,97,,,,27.757836,86.595671,0,,ZERO_RESULTS,
98,KHON,Khongma Tse,Mehra Peak,Khumbu Himal (SW of Nuptse),5798,19022,12,2,False,False,True,1978.0,,1,2,,0,0,,,,1st ascent unknown,,,,,98,,,,27.944034,86.838729,0,,ZERO_RESULTS,
99,KJER,Kanjeralwa,Kanchen Ruwa,Kanjiroba Himal (NW of Phoksumdo Tal),6612,21693,10,7,True,False,False,,,1,2,,1973,1,KJER73101,Apr 22,"Japan, Nepal","Yasuaki Goshima, Koichi Kyogoku, Mingma Tensing Sherpa, Mingma Tsering Sherpa",,,,Apr 22 1973,99,APPROXIMATE,"Kanjeralwa, Phoksundo 21400, Nepal",ChIJc6HhZ9f_vDkRGVU25y6a8TQ,29.2325,82.8741666,1,21400,OK,"establishment,natural_feature"
100,KJRN,Kanjiroba North,,Kanjiroba Himal,6858,22500,10,7,True,False,False,,Opened in 2014,1,1,,0,0,,,,Unclimbed,,,,,100,APPROXIMATE,"Kanjiroba, Kaigaun 21400, Nepal",ChIJYy6OX23mvDkRagMntxOrI24,29.3758333,82.6375,1,21400,OK,"establishment,natural_feature"
101,KJRS,Kanjiroba South,,Kanjiroba Himal,6883,22582,10,7,True,False,False,,One permit for Kanjiroba's north and south summits,1,2,,1970,3,KJRS70301,Nov 07,Japan,"Hiroshi Okuda, Ichiryo Sato, Munehiro Sawada",,,,Nov 07 1970,101,APPROXIMATE,"Kanjiroba, Kaigaun 21400, Nepal",ChIJYy6OX23mvDkRagMntxOrI24,29.3758333,82.6375,1,21400,OK,"establishment,natural_feature"
102,KOTA,Kotang,"Kokthang, Kothang Kang",Simhalila Himal (SSW of Rothang on Indian border),6148,20171,9,1,True,False,False,,,5,2,,1982,3,KOTA82301,Oct 11,Inida,"K. V. Cherian, Nima Tashi Sherpa, Ang Norbu, Ki Kami Sherpa",,,,Oct 11 1982,102,ROOFTOP,"30/1 Soi Phatthana 1, Tambon Tha Ruea, Amphoe Pak Phanang, Chang Wat Nakhon Si Thammarat 80140, Thailand",ChIJ0yNpl1LgUjARragZhh0XScI,27.564247,88.080535,1,80140,OK,"establishment,health,point_of_interest"
103,KTEG,Kangtega,"Kantega, Khangtega, Kang Taiga",Khumbu Himal (SW of Ama Dablam),6783,22254,12,2,True,False,False,,,1,2,,1963,1,KTEG63101,Jun 05,"New Zealand, USA","David Dornan, Tom Frost, Michael Gill, Jim Wilson",,,,Jun 05 1963,103,APPROXIMATE,"Kangtega, 56000, Nepal",ChIJqUbymqYG6TkRGRCUJkAw0ts,27.7995451,86.8075976,1,56000,OK,"establishment,natural_feature"
104,KTSU,Kangtsune,"Kangchunne, Kanchauni Lekh","Kagmara Lekh (SE of Kanjiroba, W of Kanjeralwa)",6444,21142,10,7,False,True,False,,,1,1,,0,0,,,,Unclimbed,,,,,104,,,,,,0,,ZERO_RESULTS,
105,KUSU,Kusum Kanguru,"Kusum Kang, Lamu",Khumbu Himal (NE of Lukla village),6370,20899,12,2,False,False,True,1978.0,,1,2,,1981,3,KUSU81302,Oct 07,New Zealand,Bill Denz,,,,Oct 07 1981,105,APPROXIMATE,"Kusum Kanguru, Chaurikharka 56000, Nepal",ChIJuwMF6eUE6TkRJ7lQuQt_QcY,27.730556,86.790833,1,56000,OK,"establishment,natural_feature"
106,KWAN,Kwangde,,Rolwaling Himal (W of Namche Bazar),6186,20295,19,2,False,False,True,1978.0,,1,2,,1978,3,KWAN78301,Nov 11,Japan,"Takashi Iwahashi, Yoshihisa Ishikawa, Seiji Ogawa",,,,Nov 11 1978,106,,,,27.8,86.616667,0,,ZERO_RESULTS,
107,LAMJ,Lamjung Himal,,Annapurna Himal (SE of Annapurna II),6983,22910,1,5,True,False,False,,,1,2,,1974,1,LAMJ74101,Apr 25,UK,"Derrick Chamberlain, Phillip Neame",,,,Apr 25 1974,107,APPROXIMATE,"Lamjung Himal, Chame 33500, Nepal",ChIJByAraDKBlTkRX4WqvHhc5ko,28.4894444,84.1891667,1,33500,OK,"establishment,natural_feature"
108,LANG,Langtang Lirung,Langtang,Langtang Himal,7227,23711,13,3,True,False,False,,,1,2,,1978,3,LANG78301,Oct 24,"Japan, Nepal","Seishi Wada, Pemba Tsering Sherpa",,,,Oct 24 1978,108,APPROXIMATE,"Langtang Lirung, Langtang 45000, Nepal",ChIJi7lNJHGL6jkRZIlmltg0lv4,28.2558333,85.5175,1,45000,OK,"establishment,natural_feature"
109,LANR,Langtang Ri,,Langtang Himal (NE of Langtang Lirung on Tibetan border),7205,23638,13,3,True,False,False,,,4,2,,1981,3,LANR81301,Oct 10,"Japan, Nepal","Soichi Nasu, Makihiro Wakao, Noboru Yamada, Ang Rinji Sherpa",,,,Oct 10 1981,109,APPROXIMATE,"Langtang Ri, Nyalam, Xigaze, China",ChIJ8aHIan1j6jkRHST_7tIbF38,28.3816666,85.6833333,2,,OK,"establishment,natural_feature"
110,LEON,Leonpo Gang,"Dorje Pahad, Big White Peak",Jugal Himal (NNE of Dorje Lhakpa on Tibetan border),6979,22897,8,3,True,False,False,,,4,2,,1962,1,LEON62101,May 03,Japan,"Tadashi Morita, Kazunari Yasuhisa",,,,May 03 1962,110,,,,28.2025,85.817778,0,,ZERO_RESULTS,
111,LHAS,Lha Shamma,"Lhasharma, Pinnacle Peak","Kagmara Lekh (S of Kanjiroba, NNW of Kagmara I)",6412,21037,10,7,True,False,False,,Opened in 2014,1,2,,1962,1,LHAS62101,May 14,"UK, Nepal","Josephine Scarr, Barbara Spark, Mingma Tsering Sherpa, Pemba Norbu Sherpa",,,,May 14 1962,111,,,,29.22583,82.74722,0,,ZERO_RESULTS,
112,LHOT,Lhotse,,Khumbu Himal,8516,27940,12,2,True,False,False,,,4,2,,1956,1,LHOT56101,May 18,Switzerland,"Fritz Luchsinger, Ernst Reiss",,,,May 18 1956,112,APPROXIMATE,Lhotse,ChIJpRBEqI1U6DkRbC8oXKc-sVs,27.9626373,86.933615,1,,OK,"establishment,natural_feature"
113,MUKT,Mukut Himal,"Mukot Himal, Langru","Mukut Himal (N of Sita Chuchura, S of Hongde)",6087,19970,16,6,True,False,False,,Opened in 2014,1,2,,1967,3,MUKT67301,Sep,Netherlands,"Alfons J. Driessen, Michiel van Mourik Broekman",1st ascent if team was actually on this peak,,,Sep 1967,113,,,,28.84333,83.4975,0,,ZERO_RESULTS,
114,LNPO,Langpo,Longpo,Jongsang Himal (SE of Jongsang on Indian border),6965,22851,7,1,True,False,False,,,5,2,,1909,3,LNPO09301,Sep 14,UK,A. M. Kellas,,,,Sep 14 1909,114,GEOMETRIC_CENTER,"Licheng, Changzhi, Shanxi, China",ChIJeyJqcyDe3jURYp3woMqUiZg,27.85333,88.1975,2,,OK,"establishment,point_of_interest"
115,LOBE,Lobuje East,Lobuche East,Khumbu Himal (SW of Pumori),6090,19980,12,2,False,False,True,1978.0,,1,2,,1984,1,LOBE84101,Apr 25,"USA, Nepal","Larry Nielson, Any Gyaltsen Sherpa",Possibly climbed by Japanese in 1979 (unverified),,,Apr 25 1984,115,APPROXIMATE,"Lobuche, Khumjung 56000, Nepal",ChIJhx6T8iKp6TkReWFvN11CKgY,27.9595,86.789944,1,56000,OK,"establishment,natural_feature"
116,LOBW,Lobuje West,Lobuche West,Khumbu Himal (SW of Pumori),6135,20128,12,2,False,False,True,2002.0,Converted to trekking peak in 2002,1,2,,1984,3,LOBW84301,Sep 28,Japan,"Yuji Kawakura, Yoshihiro Taguchi",,,,Sep 28 1984,116,APPROXIMATE,"Lobuche, Khumjung 56000, Nepal",ChIJhx6T8iKp6TkReWFvN11CKgY,27.9595,86.789944,1,56000,OK,"establishment,natural_feature"
117,LSHR,Lhotse Shar,Lhotse II,Khumbu Himal (ESE of Lhotse and Lhotse Middle),8382,27500,12,2,True,False,False,,,4,2,,1970,1,LSHR70101,May 12,Austria,"Josef Mayerl, Rolf Walter",,,,May 12 1970,117,APPROXIMATE,"Lo-tzu-sha Feng, Khumjung 56000, Nepal",ChIJtaFZgFpU6DkRZa1R1jEBHSw,27.95,86.95,1,56000,OK,"establishment,natural_feature"
118,LSIS,Langshisa Ri,Langsisa Ri,Jugal Himal (NW of Dorje Lhakpa),6412,21037,8,3,False,False,True,2002.0,Converted to trekking peak in 2002,1,2,,1982,1,LSIS82101,Apr 23,"Japan, Nepal","Takuya Kajimoto, Pasang Norbu Sherpa",,,,Apr 23 1982,118,,,,28.2169,85.7136,0,,ZERO_RESULTS,
119,MACH,Machhapuchhare,,Annapurna Himal (SE of Annapurna III),6993,22943,1,5,False,True,False,,Closed,1,1,,0,0,,,,Unclimbed,Rumored that one New Zealander (Bill Denz) summited by the N Ridge-NE Face route in the late 1970s,,,,119,APPROXIMATE,"Machhapuchhare, Machhapuchchhre 33700, Nepal",ChIJuRUNusSKlTkRLvsKHQ7wKvo,28.504374,83.9470482,1,33700,OK,"establishment,natural_feature"
120,BTAK,Bhairab Takura,Madiya,Jugal Himal (ENE of Dorje Lhakpa on Tibetan border),6799,22306,8,3,True,False,False,,,4,2,,1960,1,BTAK60101,May 07,"Japan, Nepal","Kunitoshi Ishihara, Yukihito Kato, Pasang Phutar Sherpa (I)",,,,May 07 1960,120,,,,28.198056,85.774444,0,,ZERO_RESULTS,
121,MAK2,Makalu II,Kangchungtse,Makalu Himal (NNW of Makalu on Tibetan border),7678,25190,14,2,True,False,False,,,4,2,,1954,3,MAK254301,Oct 22,"UK, Nepal","Jean Franco, Lionel Terray, Gyaltsen Norbu Sherpa, Pa Norbu Sherpa",,,,Oct 22 1954,121,APPROXIMATE,"Ma-k'a-lu-pei Feng, Tingri, Xigaze, China",ChIJjZN4OClY6DkRHIh_VrGFukc,27.9333333,87.0666667,1,,OK,"establishment,natural_feature"
122,MAKA,Makalu,,Makalu Himal,8485,27838,14,2,True,False,False,,,4,2,,1955,1,MAKA55101,May 15,France,"Jean Couzy, Lionel Terray",,,,May 15 1955,122,APPROXIMATE,Makalu,ChIJH0HXfX5Y6DkRbAbpoRZHENs,27.8860217,87.0911891,1,,OK,"establishment,natural_feature"
123,MANA,Manaslu,"Kutang I, Peak 30",Manaslu Himal,8163,26781,15,4,True,False,False,,,1,2,,1956,1,MANA56101,May 09,"Japan, Nepal","Toshio Imanishi, Gyaltsen Norbu Sherpa",,,,May 09 1956,123,APPROXIMATE,"Manaslu, Samagaun, Nepal",ChIJJbo08sRhlTkRYQXsY655exQ,28.5497107,84.5596768,1,,OK,"establishment,natural_feature"
124,MANN,Manaslu North,Manaslu II,Manaslu Himal (N of Manaslu),6994,22946,15,4,True,False,False,,,1,2,,1964,3,MANN64301,Oct 25,"Netherlands, Austria, Nepal","Alfons Driessen, Jan De Lint, Hubert Schriebl, Ila Tshering Sherpa, Nima Tenzing Sherpa",1st ascent disputed by Anders Bolinder,,,Oct 25 1964,124,APPROXIMATE,"Manaslu, Samagaun, Nepal",ChIJJbo08sRhlTkRYQXsY655exQ,28.5497107,84.5596768,1,,OK,"establishment,natural_feature"
125,MANP,Manapathi,,Dhaulagiri Himal (SSW of Dhaulagiri I),6380,20932,4,6,True,False,False,,,1,2,,1956,1,MANP56101,Apr 25,"Argentina, Nepal","Emiliano Huerta, Ayiwa Sherpa",1st ascent?,,,Apr 25 1956,125,ROOFTOP,"50 Woodrow Wilson Dr, Edison, NJ 08820, USA",ChIJgQ433Li3w4kRNsdGiYnzMV4,28.64667, 83.45111,1,08820,OK,"establishment,point_of_interest"
126,MARD,Mardi Himal,,Annapurna Himal (SW of Machhapuchhare),5553,18219,1,5,False,False,True,1978.0,,1,2,,1962,1,MARD62101,Apr 23,"UK, Nepal","J. O. M. Roberts, Ang Tshering Sherpa, Tenzing Nindra Sherpa",,,,Apr 23 1962,126,APPROXIMATE,"Mardi himal, 33700, Nepal",ChIJ9zH2vC-LlTkRjQrs_sbM3Uc,28.4857285,83.9373754,1,33700,OK,"establishment,natural_feature"
127,MERA,Mera Peak,"""False"" Mera Peak",Khumbu Himal (S of Ama Dablam),6470,21227,12,2,False,False,True,1978.0,,1,2,,1953,1,MERA53101,May,"UK, Nepal","J. O. M. Roberts, Sen Tenzing Sherpa","Climbed ""false Mera"" 6476m?  ""True Mera"" unclimbed?",,,May 1953,127,APPROXIMATE,"Mera Peak, 56000, Nepal",ChIJZW3WrsYC6TkRKAjcsmr5SLY,27.7090249,86.8677807,1,56000,OK,"establishment,natural_feature"
128,MING,Mingbo Ri,,Khumbu Himal (S of Ama Dablam and Mingbo La),6207,20364,12,2,False,True,False,,,1,1,,0,0,,,,Unclimbed,,,,,128,GEOMETRIC_CENTER,"Lengjing St, Haishu Qu, Ningbo Shi, Zhejiang Sheng, China, 315000",ChIJR_Vc-a18TTQRRgiek-E5nlk,27.84472,86.82167,1,315000,OK,"clothing_store,establishment,point_of_interest,store"
